name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Gregor,Male,Excommunicated,Ruska Roma,Ruska Roma,Cleaner,Bare Hands,vengeful,5,Bowery Network,2,10
O'Connor,Male,Deceased,Continental Osaka,Continental Osaka,Scout,Explosives,strategic,1,Continental NYC,7,3
Uncle Charlie,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Assassin,Rifle,cold,3,Continental Osaka,5,2
Charlie,Male,Deceased,High Table,High Table,Assassin,Explosives,strategic,1,Ruska Roma,6,10
Lou Burton,Male,Excommunicated,Bowery Network,Bowery Network,Sniper,Explosives,nervous,1,High Table,10,2
Zarina,Female,Deceased,The Desert,The Desert,Scout,Explosives,focused,4,Bowery Network,1,6
Young Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Bare Hands,focused,1,Continental NYC,6,9
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Manager,Knife,focused,4,Yakuza Syndicate,9,5
Orson,Male,Deceased,High Table Vault,High Table Vault,Doctor,Katana,grieving,0,Berlin,10,9
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Explosives,nervous,1,High Table,3,7
Thomas Sadzik,Male,Alive,The Desert,The Desert,Assassin,Rifle,calm,1,Tarkov Brotherhood,2,5
Gregor,Male,Alive,Ruska Roma,Ruska Roma,Information Broker,Katana,calm,2,Casablanca,5,5
Zero,Male,Deceased,Berlin,Berlin,Doctor,Shotgun,cold,0,Tarkov Brotherhood,8,9
Mayhew,Male,Excommunicated,Casablanca,Casablanca,Manager,Knife,furious,4,Continental Osaka,6,6
Daniel Pine,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Shotgun,grieving,0,Berlin,2,5
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Pistol,grieving,5,Continental Osaka,7,6
The Tailor,Male,Alive,Ruska Roma,Ruska Roma,Sniper,Knife,grieving,3,The Desert,8,5
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Doctor,Bare Hands,grieving,5,High Table,2,6
Zarina,Female,Alive,The Desert,The Desert,Courier,Pistol,cold,4,Casablanca,6,3
Aurelio,Male,Alive,Continental NYC,Continental NYC,Doctor,Explosives,cold,4,Continental Osaka,7,8
Semyon,Male,Alive,The Desert,The Desert,Assassin,Explosives,strategic,0,Tarkov Brotherhood,3,9
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,furious,4,Tarkov Brotherhood,5,4
Uncle Charlie,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Assassin,Poison,nervous,3,Tarkov Brotherhood,8,7
The Tailor,Male,Alive,Ruska Roma,Ruska Roma,Scout,Rifle,vengeful,2,High Table,2,10
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Manager,Rifle,grieving,2,High Table,2,10
Marcus,Male,Deceased,Berlin,Berlin,Courier,Knife,furious,5,The Desert,5,10
Zarina,Female,Excommunicated,The Desert,The Desert,Doctor,Katana,strategic,1,High Table,2,5
The Doctor,Male,Alive,Berlin,Berlin,Manager,Knife,calm,2,Bowery Network,6,2
Santino D'Antonio,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Knife,focused,3,Ruska Roma,6,6
Yen,Female,Alive,Continental NYC,Continental NYC,Sniper,Shotgun,vengeful,2,Ruska Roma,1,4
Tatiana,Female,Excommunicated,Berlin,Berlin,Assassin,Pistol,furious,5,Yakuza Syndicate,5,7
Victor,Male,Alive,The Desert,The Desert,Cleaner,Bare Hands,furious,3,Continental NYC,9,7
The Elder,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Shotgun,nervous,4,High Table,10,3
Daniel Pine,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Knife,nervous,0,High Table,7,3
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Rifle,strategic,5,Continental NYC,9,3
Miles Burton,Male,Deceased,Berlin,Berlin,Information Broker,Pistol,strategic,3,Yakuza Syndicate,8,6
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Information Broker,Poison,vengeful,4,High Table Vault,5,6
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Sniper,Rifle,nervous,2,High Table,9,9
Katia Jovonovich,Female,Excommunicated,Continental Osaka,Continental Osaka,Scout,Pistol,calm,4,Berlin,3,10
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Courier,Poison,strategic,2,High Table Vault,4,2
Eli,Male,Alive,The Desert,The Desert,Doctor,Shotgun,vengeful,2,Casablanca,5,5
Iosef Tarasov,Male,Alive,Berlin,Berlin,Information Broker,Rifle,grieving,5,Bowery Network,1,4
Charon O'Connor,Male,Alive,High Table Vault,High Table Vault,Scout,Katana,cold,0,Continental NYC,7,6
Sasha,Female,Deceased,Continental NYC,Continental NYC,Assassin,Poison,grieving,2,Continental NYC,7,7
Gretel,Male,Excommunicated,Continental NYC,Continental NYC,Information Broker,Bare Hands,cold,4,High Table,2,5
Otto,Male,Deceased,Ruska Roma,Ruska Roma,Cleaner,Rifle,focused,4,Berlin,3,6
O'Connor,Male,Excommunicated,Continental Osaka,Continental Osaka,Manager,Shotgun,cold,5,High Table,4,2
The Tailor,Male,Alive,Ruska Roma,Ruska Roma,Information Broker,Knife,calm,5,Tarkov Brotherhood,8,9
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Scout,Pistol,nervous,3,Tarkov Brotherhood,9,8
Miles Burton,Male,Deceased,Berlin,Berlin,Sniper,Explosives,nervous,0,Casablanca,10,9
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Rifle,nervous,3,Casablanca,4,10
The Director,Female,Deceased,Berlin,Berlin,Sniper,Knife,cold,4,Continental Osaka,7,4
Luca,Male,Alive,High Table Vault,High Table Vault,Scout,Poison,grieving,4,Continental NYC,10,2
Gregor,Male,Alive,Ruska Roma,Ruska Roma,Manager,Knife,grieving,1,Casablanca,1,1
Frankie Scott,Male,Alive,High Table,High Table,Scout,Shotgun,furious,5,High Table Vault,8,5
Thomas Sadzik,Male,Deceased,The Desert,The Desert,Manager,Knife,grieving,0,Berlin,5,6
Marcus,Male,Deceased,Berlin,Berlin,Courier,Bare Hands,nervous,3,Ruska Roma,2,1
Ella Pine,Female,Excommunicated,Casablanca,Casablanca,Information Broker,Katana,furious,0,Continental Osaka,10,6
Ernest,Male,Alive,The Desert,The Desert,Manager,Explosives,calm,1,Yakuza Syndicate,4,6
Gregor,Male,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Pistol,cold,5,Casablanca,8,9
Santino D'Antonio,Male,Excommunicated,Continental Osaka,Continental Osaka,Cleaner,Shotgun,vengeful,5,Yakuza Syndicate,2,1
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Courier,Pistol,calm,1,The Desert,5,7
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Doctor,Pistol,calm,1,Berlin,8,10
The Chancellor,Male,Deceased,Casablanca,Casablanca,Courier,Pistol,calm,1,High Table,3,5
Yen,Female,Alive,Continental NYC,Continental NYC,Doctor,Knife,strategic,2,Tarkov Brotherhood,3,7
The Sculptor,Male,Excommunicated,Casablanca,Casablanca,Scout,Shotgun,focused,5,Continental Osaka,9,4
Ernest,Male,Alive,The Desert,The Desert,Information Broker,Rifle,vengeful,2,The Desert,9,7
Miles Burton,Male,Alive,Berlin,Berlin,Information Broker,Rifle,strategic,2,Yakuza Syndicate,8,4
Jardani Jovonovich,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Rifle,calm,4,High Table Vault,6,5
The Cook,Male,Deceased,Berlin,Berlin,Information Broker,Katana,vengeful,5,High Table,5,1
Marcus,Male,Alive,Berlin,Berlin,Manager,Explosives,calm,3,Bowery Network,2,9
Mayhew,Male,Excommunicated,Casablanca,Casablanca,Information Broker,Knife,strategic,5,High Table Vault,5,4
Cormac O'Connor,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Knife,calm,4,High Table Vault,8,4
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Information Broker,Bare Hands,vengeful,5,Continental Osaka,4,9
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Sniper,Explosives,nervous,0,Continental NYC,3,5
Miles Burton,Male,Deceased,Berlin,Berlin,Cleaner,Poison,grieving,5,High Table Vault,10,3
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Doctor,Rifle,vengeful,2,High Table,5,9
Lou Burton,Male,Deceased,Bowery Network,Bowery Network,Doctor,Explosives,strategic,2,Berlin,9,3
Charlie,Male,Excommunicated,High Table,High Table,Assassin,Poison,furious,0,High Table,3,7
Anton,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Explosives,vengeful,2,High Table,2,10
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Katana,cold,1,High Table Vault,9,7
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Shotgun,furious,5,Ruska Roma,2,8
Akira Shimazu,Female,Excommunicated,High Table Vault,High Table Vault,Assassin,Bare Hands,furious,5,Bowery Network,6,8
Tatiana,Female,Excommunicated,Berlin,Berlin,Cleaner,Bare Hands,vengeful,0,Tarkov Brotherhood,9,1
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Information Broker,Katana,nervous,0,Continental NYC,6,8
Iosef Tarasov,Male,Excommunicated,Berlin,Berlin,Doctor,Poison,nervous,3,Continental NYC,3,1
Mykel,Male,Alive,High Table Vault,High Table Vault,Scout,Poison,focused,0,Bowery Network,1,10
The Doctor,Male,Alive,Berlin,Berlin,Scout,Pistol,grieving,4,Yakuza Syndicate,10,7
Katya Jovonovich,Female,Excommunicated,Continental Osaka,Continental Osaka,Sniper,Shotgun,focused,4,Continental NYC,8,5
Karl,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Scout,Poison,focused,0,Ruska Roma,10,6
The Doctor,Male,Excommunicated,Berlin,Berlin,Doctor,Knife,grieving,4,Casablanca,8,7
Rasha,Male,Alive,High Table Vault,High Table Vault,Doctor,Poison,cold,1,Berlin,7,5
Killa Harkan,Male,Alive,High Table,High Table,Sniper,Pistol,vengeful,3,The Desert,6,1
Aurelio,Male,Alive,Continental NYC,Continental NYC,Scout,Poison,calm,0,High Table Vault,7,7
Aurelio,Male,Alive,Continental NYC,Continental NYC,Manager,Bare Hands,furious,0,Bowery Network,5,3
Yen,Female,Deceased,Continental NYC,Continental NYC,Cleaner,Shotgun,cold,1,Continental Osaka,7,8
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Information Broker,Knife,calm,3,Continental NYC,2,3
Viggo Tarasov,Male,Alive,Ruska Roma,Ruska Roma,Cleaner,Knife,calm,2,Continental NYC,9,4
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Manager,Poison,cold,0,Berlin,9,3
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Information Broker,Rifle,grieving,0,High Table,4,1
Eve Macarro,Female,Excommunicated,Berlin,Berlin,Doctor,Bare Hands,calm,1,Berlin,1,7
Eli,Male,Alive,The Desert,The Desert,Scout,Pistol,furious,1,Continental NYC,4,5
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Cleaner,Knife,grieving,0,High Table Vault,1,9
Frank,Male,Excommunicated,Continental Osaka,Continental Osaka,Courier,Bare Hands,furious,4,Berlin,3,6
"Kate ""KD"" Di Silva",Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Poison,vengeful,3,Casablanca,8,5
Shimazu Koji,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Poison,vengeful,5,Continental Osaka,6,2
Iosef Tarasov,Male,Alive,Berlin,Berlin,Assassin,Explosives,calm,3,Continental Osaka,3,8
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Cleaner,Pistol,focused,5,Ruska Roma,5,4
Gretel,Male,Deceased,Continental NYC,Continental NYC,Doctor,Pistol,grieving,1,Casablanca,3,8
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Assassin,Knife,grieving,0,The Desert,1,5
Prudence,Male,Excommunicated,Casablanca,Casablanca,Scout,Katana,vengeful,2,Ruska Roma,7,2
Francis,Male,Alive,High Table Vault,High Table Vault,Sniper,Shotgun,vengeful,2,Casablanca,1,5
The Cook,Male,Deceased,Berlin,Berlin,Cleaner,Rifle,grieving,3,Bowery Network,2,6
Dimitri,Male,Deceased,The Desert,The Desert,Scout,Explosives,grieving,0,Yakuza Syndicate,9,9
Frank,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Shotgun,calm,4,Continental Osaka,2,5
Lark,Male,Alive,Ruska Roma,Ruska Roma,Cleaner,Poison,strategic,4,High Table,1,1
Lou Burton,Male,Alive,Bowery Network,Bowery Network,Sniper,Knife,grieving,3,Continental Osaka,5,3
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Cleaner,Shotgun,focused,1,High Table Vault,4,5
Cormac O'Connor,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Bare Hands,focused,0,High Table,10,6
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Katana,strategic,0,Continental NYC,5,7
The Chancellor,Male,Alive,Casablanca,Casablanca,Scout,Katana,strategic,1,Berlin,5,10
Lark,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Katana,calm,5,Continental NYC,10,2
Rasha,Male,Alive,High Table Vault,High Table Vault,Manager,Explosives,grieving,5,Bowery Network,1,8
The Priest,Male,Deceased,Bowery Network,Bowery Network,Doctor,Explosives,focused,4,Ruska Roma,5,5
The Harbinger,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Scout,Pistol,calm,2,High Table,9,2
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Doctor,Rifle,grieving,1,Casablanca,4,3
Ella Pine,Female,Deceased,Casablanca,Casablanca,Scout,Explosives,vengeful,4,Bowery Network,7,5
Santino D'Antonio,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Explosives,grieving,1,Yakuza Syndicate,9,8
Frankie Scott,Male,Alive,High Table,High Table,Scout,Bare Hands,cold,1,Berlin,3,7
The Director,Female,Deceased,Berlin,Berlin,Doctor,Knife,grieving,2,Ruska Roma,4,4
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Assassin,Knife,focused,5,Ruska Roma,3,4
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Courier,Bare Hands,grieving,0,High Table Vault,4,10
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Pistol,nervous,1,Continental Osaka,9,4
Boris,Male,Alive,High Table,High Table,Cleaner,Pistol,furious,5,High Table,2,9
Tatiana,Female,Alive,Berlin,Berlin,Scout,Katana,focused,2,Bowery Network,6,10
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Manager,Explosives,focused,4,Ruska Roma,1,2
The Sommelier,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Shotgun,vengeful,1,Berlin,2,9
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Courier,Katana,furious,2,Casablanca,5,1
O'Connor,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Katana,strategic,5,High Table,4,9
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Manager,Explosives,vengeful,1,High Table Vault,9,10
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Pistol,cold,1,Casablanca,5,2
Frankie Scott,Male,Deceased,High Table,High Table,Information Broker,Pistol,focused,1,High Table,10,9
Otto,Male,Alive,Ruska Roma,Ruska Roma,Courier,Rifle,focused,3,High Table Vault,3,5
Caine,Male,Deceased,Berlin,Berlin,Manager,Shotgun,cold,3,Casablanca,5,6
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Bare Hands,strategic,3,Ruska Roma,4,4
Boris,Male,Excommunicated,High Table,High Table,Assassin,Rifle,nervous,5,Casablanca,1,2
Gregor,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Pistol,strategic,2,Berlin,3,4
Eli,Male,Deceased,The Desert,The Desert,Scout,Poison,grieving,4,Bowery Network,6,4
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Manager,Rifle,calm,3,Continental NYC,3,10
Young Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Katana,focused,2,High Table,10,1
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Pistol,focused,1,High Table Vault,8,7
Katya Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Assassin,Rifle,calm,2,Berlin,9,10
The Doctor,Male,Excommunicated,Berlin,Berlin,Manager,Pistol,calm,5,Tarkov Brotherhood,3,5
Victor,Male,Deceased,The Desert,The Desert,Information Broker,Rifle,focused,5,High Table Vault,7,9
Tatiana,Female,Alive,Berlin,Berlin,Manager,Rifle,focused,3,Tarkov Brotherhood,3,10
Marcus,Male,Deceased,Berlin,Berlin,Manager,Bare Hands,nervous,5,High Table,8,5
Orson,Male,Deceased,High Table Vault,High Table Vault,Assassin,Rifle,cold,4,Ruska Roma,4,8
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Information Broker,Katana,focused,5,High Table,2,9
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Scout,Knife,cold,4,Ruska Roma,5,1
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Sniper,Poison,cold,3,Continental NYC,1,2
Calamity,Female,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Poison,calm,5,Continental NYC,6,4
Tatarkov,Male,Alive,Bowery Network,Bowery Network,Scout,Knife,cold,3,Ruska Roma,7,9
The Doctor,Male,Deceased,Berlin,Berlin,Scout,Poison,strategic,2,Bowery Network,6,1
Yuri,Male,Alive,Ruska Roma,Ruska Roma,Information Broker,Pistol,furious,1,Casablanca,4,2
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Scout,Pistol,nervous,5,The Desert,6,9
Mikhail Jovonovich,Male,Deceased,High Table Vault,High Table Vault,Courier,Bare Hands,grieving,0,Casablanca,9,3
Lou Burton,Male,Excommunicated,Bowery Network,Bowery Network,Scout,Rifle,grieving,5,Casablanca,1,1
Tatiana,Female,Alive,Berlin,Berlin,Cleaner,Katana,grieving,1,Yakuza Syndicate,2,1
Yen,Female,Excommunicated,Continental NYC,Continental NYC,Sniper,Bare Hands,cold,4,High Table Vault,3,8
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Bare Hands,cold,0,Berlin,7,7
Young Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Poison,focused,0,Yakuza Syndicate,7,6
Yegor,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Shotgun,vengeful,4,Yakuza Syndicate,1,4
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Shotgun,focused,0,Casablanca,3,6
Ernest,Male,Deceased,The Desert,The Desert,Assassin,Knife,vengeful,4,Continental NYC,7,5
Ernest,Male,Excommunicated,The Desert,The Desert,Doctor,Shotgun,furious,4,Yakuza Syndicate,10,3
Tatarkov,Male,Deceased,Bowery Network,Bowery Network,Cleaner,Bare Hands,calm,1,Ruska Roma,2,5
Petrov,Male,Alive,Berlin,Berlin,Cleaner,Shotgun,grieving,2,High Table Vault,7,4
Iosef Tarasov,Male,Excommunicated,Berlin,Berlin,Courier,Shotgun,calm,2,Tarkov Brotherhood,10,1
Sasha,Female,Deceased,Continental NYC,Continental NYC,Information Broker,Knife,nervous,3,Casablanca,2,6
Calamity,Female,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Shotgun,nervous,3,Yakuza Syndicate,5,10
Yen,Female,Deceased,Continental NYC,Continental NYC,Cleaner,Rifle,calm,5,Continental NYC,5,1
Uncle Pyotr Jovonovich,Male,Alive,Berlin,Berlin,Manager,Rifle,nervous,5,Bowery Network,9,2
Eli,Male,Excommunicated,The Desert,The Desert,Manager,Bare Hands,calm,4,Ruska Roma,7,1
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Courier,Bare Hands,furious,2,High Table Vault,6,6
Katya Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Doctor,Katana,grieving,2,Continental NYC,4,7
Luca,Male,Deceased,High Table Vault,High Table Vault,Doctor,Knife,cold,2,High Table Vault,3,10
The Priest,Male,Excommunicated,Bowery Network,Bowery Network,Scout,Katana,furious,5,Bowery Network,1,10
Luca,Male,Excommunicated,High Table Vault,High Table Vault,Doctor,Pistol,furious,1,Berlin,9,9
Drago,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Rifle,focused,5,Yakuza Syndicate,8,5
Helen Wick,Female,Excommunicated,High Table Vault,High Table Vault,Assassin,Knife,grieving,0,Continental NYC,9,9
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Bare Hands,strategic,4,Tarkov Brotherhood,6,8
Tatarkov,Male,Alive,Bowery Network,Bowery Network,Manager,Explosives,focused,3,Bowery Network,6,6
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Courier,Shotgun,strategic,4,Continental Osaka,9,9
Eve Macarro,Female,Excommunicated,Berlin,Berlin,Scout,Katana,nervous,0,High Table,9,5
Drago,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Bare Hands,cold,3,Continental Osaka,4,4
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Courier,Poison,focused,2,Continental Osaka,1,9
The Priest,Male,Alive,Bowery Network,Bowery Network,Assassin,Katana,furious,5,Casablanca,7,9
Katia Jovonovich,Female,Deceased,Continental Osaka,Continental Osaka,Assassin,Rifle,strategic,3,High Table,9,10
The Harbinger,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Manager,Knife,vengeful,2,Tarkov Brotherhood,9,7
Otto,Male,Excommunicated,Ruska Roma,Ruska Roma,Courier,Poison,cold,3,Continental Osaka,7,5
Yegor,Male,Excommunicated,Continental Osaka,Continental Osaka,Scout,Poison,furious,2,High Table Vault,2,1
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Manager,Knife,cold,3,Casablanca,8,10
Eve Macarro,Female,Excommunicated,Berlin,Berlin,Doctor,Rifle,cold,3,Ruska Roma,3,7
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Assassin,Bare Hands,strategic,4,Tarkov Brotherhood,5,1
Killa Harkan,Male,Deceased,High Table,High Table,Courier,Katana,furious,2,Continental NYC,10,9
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Information Broker,Pistol,vengeful,5,Bowery Network,3,8
The Cook,Male,Alive,Berlin,Berlin,Sniper,Rifle,focused,2,High Table,4,6
Silas,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Scout,Rifle,nervous,3,Casablanca,10,9
Frankie Scott,Male,Deceased,High Table,High Table,Courier,Katana,furious,4,High Table,9,3
Santino D'Antonio,Male,Excommunicated,Continental Osaka,Continental Osaka,Courier,Poison,strategic,4,Yakuza Syndicate,6,10
Dimitri,Male,Excommunicated,The Desert,The Desert,Manager,Bare Hands,cold,1,Casablanca,8,8
Gretel,Male,Alive,Continental NYC,Continental NYC,Scout,Pistol,grieving,5,Yakuza Syndicate,3,2
Eve Macarro,Female,Deceased,Berlin,Berlin,Manager,Poison,strategic,5,Casablanca,1,3
Eve Macarro,Female,Excommunicated,Berlin,Berlin,Doctor,Knife,furious,1,Berlin,4,7
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Cleaner,Bare Hands,focused,0,Ruska Roma,7,5
Yuri,Male,Deceased,Ruska Roma,Ruska Roma,Courier,Pistol,nervous,1,Yakuza Syndicate,5,5
The Sculptor,Male,Excommunicated,Casablanca,Casablanca,Scout,Bare Hands,focused,1,High Table,7,3
The Sommelier,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Knife,furious,2,Tarkov Brotherhood,3,4
Gretel,Male,Deceased,Continental NYC,Continental NYC,Sniper,Shotgun,strategic,1,Continental Osaka,8,1
Shimazu Koji,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Poison,nervous,1,Bowery Network,2,8
Sofia Al-Azwar,Female,Excommunicated,High Table Vault,High Table Vault,Assassin,Poison,vengeful,5,High Table,6,5
Eve Macarro,Female,Deceased,Berlin,Berlin,Doctor,Explosives,vengeful,4,Berlin,7,3
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Shotgun,focused,2,Ruska Roma,5,5
Drago,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Bare Hands,calm,3,Continental Osaka,7,6
Cormac O'Connor,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Bare Hands,cold,4,High Table Vault,8,8
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Sniper,Katana,grieving,0,High Table,7,5
Ivana,Female,Alive,Bowery Network,Bowery Network,Cleaner,Pistol,furious,3,Yakuza Syndicate,1,7
Semyon,Male,Deceased,The Desert,The Desert,Doctor,Bare Hands,grieving,2,High Table,8,1
Tatarkov,Male,Excommunicated,Bowery Network,Bowery Network,Cleaner,Rifle,vengeful,2,Bowery Network,2,8
The Elder,Male,Alive,Continental Osaka,Continental Osaka,Assassin,Poison,focused,3,Continental NYC,8,4
Tatiana,Female,Alive,Berlin,Berlin,Doctor,Bare Hands,calm,0,Yakuza Syndicate,1,8
Sasha,Female,Deceased,Continental NYC,Continental NYC,Courier,Rifle,nervous,3,Berlin,5,5
Ivana,Female,Deceased,Bowery Network,Bowery Network,Information Broker,Poison,vengeful,1,High Table Vault,4,8
Daisy,Female,Excommunicated,Continental Osaka,Continental Osaka,Scout,Bare Hands,grieving,0,Continental Osaka,9,2
The Sculptor,Male,Alive,Casablanca,Casablanca,Courier,Shotgun,calm,0,Tarkov Brotherhood,8,4
Francis,Male,Alive,High Table Vault,High Table Vault,Assassin,Knife,vengeful,0,Bowery Network,6,5
Mikhail Jovonovich,Male,Deceased,High Table Vault,High Table Vault,Scout,Rifle,nervous,4,Bowery Network,4,8
Nogi,Male,Alive,The Desert,The Desert,Information Broker,Shotgun,furious,2,Ruska Roma,6,8
Ivana,Female,Alive,Bowery Network,Bowery Network,Courier,Bare Hands,nervous,3,Tarkov Brotherhood,3,3
Semyon,Male,Excommunicated,The Desert,The Desert,Assassin,Katana,furious,1,Tarkov Brotherhood,2,10
Tatiana,Female,Deceased,Berlin,Berlin,Assassin,Katana,grieving,5,Tarkov Brotherhood,4,4
Frank,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Rifle,calm,1,The Desert,10,10
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Explosives,strategic,4,Yakuza Syndicate,9,8
The Director,Female,Alive,Berlin,Berlin,Information Broker,Rifle,cold,5,Bowery Network,3,5
Dimitri,Male,Alive,The Desert,The Desert,Scout,Explosives,nervous,0,High Table,5,6
Yuri,Male,Deceased,Ruska Roma,Ruska Roma,Doctor,Rifle,vengeful,3,Tarkov Brotherhood,9,7
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Courier,Shotgun,grieving,3,Casablanca,4,6
Prudence,Male,Deceased,Casablanca,Casablanca,Doctor,Bare Hands,nervous,5,The Desert,7,1
Frankie Scott,Male,Excommunicated,High Table,High Table,Doctor,Katana,vengeful,2,Yakuza Syndicate,7,8
